,sex,ethnicity,age_range,var,intercept,slope,r_squared,std,count
49,male,non-black,all,FEV1OFEV3,88.94034146513856,-0.07617864179505762,0.09205950528200146,4.860116910483781,2149
50,male,non-black,all,FEV1OFEV6,88.61631816428941,-0.14884393873305862,0.22117341023407455,6.126500964055049,2149
51,male,non-black,all,FEV1OFVC,89.29975368977766,-0.21414014267779397,0.3377409052409741,7.1327017666222226,2149
52,male,non-black,all,FEV3OFEV6,99.69747832569662,-0.08903658074914617,0.5020221587383058,2.4325111495830303,2149
53,male,non-black,all,FEV3OFVC,100.55167664961755,-0.16810117699314012,0.5859198752795873,4.251081670904454,2149
54,male,non-black,all,FEV6OFVC,100.95439518739823,-0.08560311866650962,0.5157335302913564,2.307409692394661,2149
55,male,non-black,all,MMEFOFVC,1.0746854091410105,-0.00680176242622498,0.24074598088381294,0.26834267538600476,2149
56,male,non-black,all,MMEFOPEFR,58.86563892304315,-0.4178283199945622,0.38941977731405,12.9609453709102,2149
57,male,non-black,all,PEFROFEV1,2.0159227275036065,0.009006163800951294,0.2371251343473436,0.35801304876406176,2149
58,male,non-black,all,PEFROFEV6,1.801222821672404,0.004016802883883692,0.05879061410123576,0.3206818137765203,2149
59,male,non-black,all,PEFROFVC,1.8206120656401914,0.002313866204550089,0.02030727981295044,0.31431143104920417,2149
60,male,non-black,under,FEF75OFVC,43.99704319342066,0.059610491430354066,0.00015528314315083058,15.638493045596006,1019
61,male,non-black,under,FEF75OPEFR,24.404569981353976,0.016175601175499033,4.1800669662417356e-05,8.179055713282159,1019
62,male,non-black,under,FEV05OFEV3,71.87807184311666,-0.31962231327754725,0.024857008369509548,6.627458498903355,1019
63,male,non-black,under,FEV05OFVC,70.07401164101717,-0.2676884680996658,0.01586347594891402,6.94808048975173,1019
64,male,non-black,under,FEV1OFEV3,89.60315890284606,-0.1150076002013765,0.005919953104547293,4.886543440074508,1019
65,male,non-black,under,FEV1OFEV6,87.75359953162899,-0.06652435979374637,0.0015494951906119825,5.524843026023761,1019
66,male,non-black,under,FEV1OFVC,87.29976896535919,-0.0513120431163237,0.0008859540181908043,5.6357026666144305,1019
67,male,non-black,under,FEV3OFEV6,97.88132277405609,0.05357387686298702,0.014501796125210187,1.4543754441089682,1019
68,male,non-black,under,FEV3OFVC,97.3599826633706,0.0709427238213995,0.018076702513062703,1.7249742217996569,1019
69,male,non-black,under,FEV6OFVC,99.46615665280925,0.01778240528884851,0.009665380105289723,0.5913102278509315,1019
70,male,non-black,under,MMEFOFVC,1.0588579954138364,-0.005565703535249266,0.005739995347222138,0.24015888295661522,1019
71,male,non-black,under,MMEFOPEFR,58.05921806508425,-0.3135398167484246,0.010263901823259869,10.117444047415814,1019
72,male,non-black,under,PEFROFEV1,2.0906469057113943,0.001335953338253034,0.0002528934058881882,0.2746356379409145,1019
73,male,non-black,under,PEFROFEV6,1.8359879020975016,-0.00010047162119622804,1.3031960295339928e-06,0.28772188153408307,1019
74,male,non-black,under,PEFROFVC,1.8263205167483716,0.00022189035291965013,6.36499914075106e-06,0.287523669178217,1019
75,male,non-black,over,FEF75OFVC,45.831891078192,-0.43826583214738646,0.3074036499594416,14.383540440919676,1130
76,male,non-black,over,FEF75OPEFR,24.252054906236545,-0.23601996896692629,0.3182282075445588,7.613110047044909,1130
77,male,non-black,over,FEV05OFEV3,67.03063585513665,0.011660497311969224,0.0010875383355747337,6.433947024774483,1130
78,male,non-black,over,FEV05OFVC,67.76226059263973,-0.10766823456498001,0.07135015036664127,7.3345393100282825,1130
79,male,non-black,over,FEV1OFEV3,88.25548311471293,-0.06295682977062883,0.0637170815993725,4.538346048674708,1130
80,male,non-black,over,FEV1OFEV6,87.88144159459232,-0.13546371639914354,0.17862650091025523,5.832204391612864,1130
81,male,non-black,over,FEV1OFVC,89.02939440182637,-0.2100805514007912,0.29332162841138876,7.058241273631459,1130
82,male,non-black,over,FEV3OFEV6,99.72069171988674,-0.0904046747614128,0.43410900511833006,2.4967449813337175,1130
83,male,non-black,over,FEV3OFVC,101.18496974171111,-0.18165006786570556,0.4987886821379811,4.680152064618428,1130
84,male,non-black,over,FEV6OFVC,101.6630161839919,-0.09969523294527287,0.4285506148820878,2.7711244238405466,1130
85,male,non-black,over,MMEFOFVC,1.075233703269387,-0.0068201930705853375,0.227504700557013,0.26018615124865757,1130
86,male,non-black,over,MMEFOPEFR,56.7796057830566,-0.37900459236914374,0.316580704160052,12.257021470688807,1130
87,male,non-black,over,PEFROFEV1,2.107213427577289,0.007327352023344386,0.1334083823992338,0.3650380975160941,1130
88,male,non-black,over,PEFROFEV6,1.8717763262726745,0.002707554161255538,0.02194615635145969,0.3325681184480025,1130
89,male,non-black,over,PEFROFVC,1.904653774719842,0.0007360081612719751,0.0016588968640194324,0.3288180366750477,1130
90,male,white,all,FEF75OFVC,47.22108856906757,-0.4680514293045001,0.40271023173416776,16.51497831084664,947
91,male,white,all,FEF75OPEFR,26.052191668297617,-0.265593482518557,0.4443338030621148,8.92161546314387,947
92,male,white,all,FEV05OFEV3,66.09303951004748,0.006704041622408928,0.0005534987631792276,6.380565017125601,947
93,male,white,all,FEV05OFVC,66.41672422243283,-0.10387479275077252,0.10192002885130369,7.285530240285258,947
94,male,white,all,FEV1OFEV3,87.72486575761283,-0.06486931566711986,0.08865857573171576,4.8782011599207635,947
95,male,white,all,FEV1OFEV6,87.2926720552636,-0.13554430827787495,0.23484505127294308,6.262840377954649,947
96,male,white,all,FEV1OFVC,88.0183984154789,-0.2022298256411001,0.366239419513825,7.482443183115677,947
97,male,white,all,FEV3OFEV6,99.55742926212969,-0.08716966152637894,0.531511519343088,2.6772552743572473,947
98,male,white,all,FEV3OFVC,100.46929352528976,-0.1685554729516814,0.6042432393744288,4.855318480662085,947
99,male,white,all,FEV6OFVC,101.0217225164327,-0.08840531701979078,0.5197551029765983,2.7457422643732174,947
100,male,white,all,MMEFOFVC,1.0170879633131693,-0.006333078386311815,0.2848682171504212,0.2656890332188884,947
101,male,white,all,MMEFOPEFR,56.235520771953425,-0.38517556725841007,0.4509100233186132,12.843830039765965,947
102,male,white,all,PEFROFEV1,2.021361817360144,0.008310364822744418,0.28755258382920956,0.3470101805628846,947
103,male,white,all,PEFROFEV6,1.7785387731574425,0.003637430953032378,0.0711105455549027,0.3054277667868585,947
104,male,white,all,PEFROFVC,1.799175101162621,0.0018959349761294624,0.020281702856865813,0.29809314874864,947
105,male,white,under,FEF75OFVC,39.94445476039349,0.19760947309062668,0.001891948003657884,14.912492913375374,419
106,male,white,under,FEF75OPEFR,21.389343756187227,0.16300470319673468,0.005372374279096759,7.299852638632831,419
107,male,white,under,FEV05OFEV3,71.62365187514806,-0.39393341142740246,0.03948099168155328,6.507675350255297,419
108,male,white,under,FEV05OFVC,69.47884775770018,-0.3173794950016937,0.0230927673305108,6.855481500685468,419
109,male,white,under,FEV1OFEV3,88.83503981586334,-0.12825204838326318,0.007239112165864037,4.947875300045955,419
110,male,white,under,FEV1OFEV6,86.62522738161327,-0.056203549843282186,0.0010850121935201962,5.600715671747769,419
111,male,white,under,FEV1OFVC,86.09002658029166,-0.03359557983712119,0.0003732740007710289,5.707755467710059,419
112,male,white,under,FEV3OFEV6,97.45228968771804,0.08042007195307287,0.034057236824025505,1.430397825019363,419
113,male,white,under,FEV3OFVC,96.8366824582158,0.10615072883503408,0.040961573445358335,1.7215980157837323,419
114,male,white,under,FEV6OFVC,99.36720024135572,0.026508166555902407,0.01822368272895558,0.6445531069558216,419
115,male,white,under,MMEFOFVC,0.9954944705088344,-0.004162598188271752,0.0034406975448266763,0.23293692094725965,419
116,male,white,under,MMEFOPEFR,53.71500057303761,-0.1328764178862713,0.002096021552107308,9.52680176027374,419
117,male,white,under,PEFROFEV1,2.16452708810968,-0.004318477992221127,0.0030499655721123453,0.25667308503764175,419
118,male,white,under,PEFROFEV6,1.8718818050738089,-0.004422255619525132,0.0027730723047896255,0.2756514835294658,419
119,male,white,under,PEFROFVC,1.8605082839789817,-0.003937454531419024,0.0021889186573242903,0.27624716428879403,419
120,male,white,over,FEF75OFVC,42.80156221051256,-0.39487036113963586,0.3607936413944346,13.006604991546318,528
121,male,white,over,FEF75OPEFR,23.118054432415356,-0.21695002879772374,0.3526153051534394,7.228496652838723,528
122,male,white,over,FEV05OFEV3,64.19256135358351,0.04117684277051109,0.016845987658614003,6.276877550738898,528
123,male,white,over,FEV05OFVC,64.94914269542362,-0.07767354657318584,0.04656867419179356,7.121394587427722,528
124,male,white,over,FEV1OFEV3,86.49233790829149,-0.0433714838745388,0.036726865627402905,4.477660887486951,528
125,male,white,over,FEV1OFEV6,85.97405883265326,-0.1131884250282762,0.1492245598795866,5.79723245838258,528
126,male,white,over,FEV1OFVC,87.23537387305555,-0.18948573773411725,0.27276290600204756,7.178318502409811,528
127,male,white,over,FEV3OFEV6,99.52691599712156,-0.08737714035803669,0.4147910551814862,2.6842439784271397,528
128,male,white,over,FEV3OFVC,101.14015944346092,-0.18130713054253353,0.4830642784688415,5.161206961086507,528
129,male,white,over,FEV6OFVC,101.83701501845954,-0.10294485828633554,0.4113811115560433,3.1755674226543946,528
130,male,white,over,MMEFOFVC,0.9942267654055472,-0.0059489636762788175,0.22552695457733452,0.24784544461502905,528
131,male,white,over,MMEFOPEFR,53.61957949425481,-0.3412396402233542,0.33942296886909173,11.588513019278858,528
132,male,white,over,PEFROFEV1,2.084948103375654,0.007270810324106228,0.17204625938817275,0.3468159396425165,528
133,male,white,over,PEFROFEV6,1.8112928845507383,0.003108740169337564,0.038441125935783305,0.3137077346765427,528
134,male,white,over,PEFROFVC,1.8475487726645279,0.001088584075171442,0.004855934046505306,0.30907539898390723,528
135,male,mexican,all,FEF75OFVC,52.51824235051694,-0.5644397340346071,0.27192475736277966,17.254518237649368,1202
136,male,mexican,all,FEF75OPEFR,28.87629433406898,-0.33331774317876073,0.3154460365952292,9.460313517390206,1202
137,male,mexican,all,FEV05OFEV3,68.39803982249923,0.009863780259447999,0.0005930234970427106,6.456796101997743,1202
138,male,mexican,all,FEV05OFVC,68.78600868867142,-0.10201474810814012,0.05283201909431012,7.074960043185829,1202
139,male,mexican,all,FEV1OFEV3,89.59521378851133,-0.07531547670900918,0.06664948801490689,4.650455089767496,1202
140,male,mexican,all,FEV1OFEV6,89.35916690426554,-0.1501007001556614,0.17271926947812843,5.757341040644037,1202
141,male,mexican,all,FEV1OFVC,89.98975885084343,-0.21320344005816652,0.2708208626595967,6.530745854337123,1202
142,male,mexican,all,FEV3OFEV6,99.78995291491766,-0.09019608454229372,0.4416017660423607,2.1636246387253957,1202
143,male,mexican,all,FEV3OFVC,100.55921312519949,-0.16531677991167631,0.5356751320235202,3.6006078906609806,1202
144,male,mexican,all,FEV6OFVC,100.85244695446855,-0.0807928434872235,0.48663048036817624,1.8462175440657482,1202
145,male,mexican,all,MMEFOFVC,1.1036884434942982,-0.0066107508226727375,0.16712888313723273,0.25777136210222235,1202
146,male,mexican,all,MMEFOPEFR,60.529627292299956,-0.43422724235175664,0.3072952620613738,12.486731365714164,1202
147,male,mexican,all,PEFROFEV1,1.9935175954927478,0.01044290262189988,0.20693248724496882,0.36594559482067585,1202
148,male,mexican,all,PEFROFEV6,1.795622634807252,0.005351250542789515,0.06619298797037132,0.3315575533636489,1202
149,male,mexican,all,PEFROFVC,1.813526331557125,0.0037076160908591,0.03302596166133587,0.3252195587835898,1202
150,male,mexican,under,FEF75OFVC,47.2894664278453,-0.07051305418156184,0.00020778640713547958,15.945075617779725,600
151,male,mexican,under,FEF75OPEFR,26.760354317796384,-0.10378753901789194,0.0015261776039728892,8.65980873663009,600
152,male,mexican,under,FEV05OFEV3,72.26115005464385,-0.28429191359302275,0.019754924850728606,6.593142157595742,600
153,male,mexican,under,FEV05OFVC,70.70624802050837,-0.25012312173127516,0.013983197662400193,6.894713367267462,600
154,male,mexican,under,FEV1OFEV3,90.31095242471686,-0.11901521013096261,0.006693825729715552,4.741665254419697,600
155,male,mexican,under,FEV1OFEV6,88.73005535261412,-0.08802217708057662,0.00285560479380198,5.369188839295808,600
156,male,mexican,under,FEV1OFVC,88.33250087148822,-0.07784712701480227,0.0021382147259264572,5.487601362874578,600
157,male,mexican,under,FEV3OFEV6,98.20386796293386,0.03338304377255117,0.005488814800426178,1.4687648387211991,600
158,male,mexican,under,FEV3OFVC,97.74816144764073,0.045024245818040286,0.007225106374990187,1.7265928897590235,600
159,male,mexican,under,FEV6OFVC,99.53516572140228,0.011797103689792986,0.0048614566198055265,0.5515156152631945,600
160,male,mexican,under,MMEFOFVC,1.111940064295616,-0.007204652015164961,0.009542908105322878,0.2404021029449601,600
161,male,mexican,under,MMEFOPEFR,61.5189848539943,-0.4701879501498973,0.022165921163738944,10.29423852271101,600
162,male,mexican,under,PEFROFEV1,2.0372967373818596,0.005353597864383537,0.0037042596362295566,0.28672176433757446,600
163,male,mexican,under,PEFROFEV6,1.8134155352256065,0.0026769637557516944,0.0008731010271668671,0.29530844424266633,600
164,male,mexican,under,PEFROFVC,1.8049124552340685,0.0028898426434346897,0.0010222595031336157,0.2946179756738062,600
165,male,mexican,over,FEF75OFVC,47.63142982418203,-0.46338474546493164,0.22298260559348304,14.872198462790047,602
166,male,mexican,over,FEF75OPEFR,25.14975470079265,-0.2547982830365308,0.252002452577048,7.69242101880797,602
167,male,mexican,over,FEV05OFEV3,67.83444823625705,0.02499771477570335,0.003591195497076982,6.321930497832452,602
168,male,mexican,over,FEV05OFVC,68.61747114450525,-0.0968930859049731,0.04317636304607031,7.067058589018089,602
169,male,mexican,over,FEV1OFEV3,88.85376556302403,-0.05880733405740657,0.042367475662851484,4.329962447679749,602
170,male,mexican,over,FEV1OFEV6,88.61485297766346,-0.13457861691086362,0.13799841777686517,5.490449983639131,602
171,male,mexican,over,FEV1OFVC,89.69096319819515,-0.20806663243715223,0.23722203159494537,6.474315514186816,602
172,male,mexican,over,FEV3OFEV6,99.85577793498616,-0.09284780050694644,0.40407231875396854,2.2136604334270777,602
173,male,mexican,over,FEV3OFVC,101.18790773202579,-0.18103164704228478,0.46827942906084863,4.00932161201766,602
174,male,mexican,over,FEV6OFVC,101.49963699638917,-0.09574187217849352,0.40994531173951265,2.266250359711797,602
175,male,mexican,over,MMEFOFVC,1.1004545763127607,-0.0065347532018164255,0.15484854526657832,0.25167759649339844,602
176,male,mexican,over,MMEFOPEFR,58.0628715768059,-0.3803899330996509,0.22988510848931343,12.023821704621355,602
177,male,mexican,over,PEFROFEV1,2.0906918198491256,0.008386530000695554,0.1118180203237038,0.3800977841600131,602
178,male,mexican,over,PEFROFEV6,1.8708532298045946,0.0037466997566570456,0.026810141606520066,0.3467913614087815,602
179,male,mexican,over,PEFROFVC,1.9017062287730786,0.0018039187407652819,0.006381688643225303,0.34223001563344957,602
180,female,black,all,FEF75OFVC,56.19912643739163,-0.5552997151427442,0.23091037831358963,20.84877473682801,1547
181,female,black,all,FEF75OPEFR,26.669406672861108,-0.2631722410457972,0.2488846114834834,9.517346233645805,1547
182,female,black,all,FEV05OFEV3,72.53522346609991,-0.028803086451114623,0.005116571921269686,7.264810644937082,1547
183,female,black,all,FEV05OFVC,72.8776017776703,-0.12798759794013362,0.0779670762800958,8.269649001435443,1547
184,female,black,all,FEV1OFEV3,91.19386858121666,-0.08362856611245724,0.0799484232444222,5.336106781257352,1547
185,female,black,all,FEV1OFEV6,91.08498466900097,-0.15472110090611932,0.17502337100456633,6.672311871321357,1547
186,female,black,all,FEV1OFVC,91.5491878632631,-0.2039000416464966,0.23744340139631914,7.549393705763792,1547
187,female,black,all,FEV3OFEV6,99.90644323937093,-0.08411669701054325,0.34973627020662157,2.5661774635100403,1547
188,female,black,all,FEV3OFVC,100.46361603438325,-0.14222134462689323,0.39549034324759014,4.080107926791861,1547
189,female,black,all,FEV6OFVC,100.61272903688284,-0.06231186058694714,0.2864452515002949,2.10050982981295,1547
190,female,black,all,MMEFOFVC,1.2154501271527003,-0.0070088975169110045,0.1458312679017848,0.3311305089857797,1547
191,female,black,all,MMEFOPEFR,57.43521719058657,-0.3321486958217909,0.20876209682993319,13.115399957968222,1547
192,female,black,all,PEFROFEV1,2.289514561163846,0.006343505007536145,0.08082397010049724,0.4025631428887298,1547
193,female,black,all,PEFROFEV6,2.1000159842464146,0.0015048232158220763,0.004884132344407099,0.3884781382084577,1547
194,female,black,all,PEFROFVC,2.113563211459693,0.00018211983604450235,7.124784566692188e-05,0.3892657511950882,1547
195,female,black,under,FEF75OFVC,40.505557981093595,0.7690500813493106,0.011760220824645229,19.859991321823202,590
196,female,black,under,FEF75OPEFR,17.952359275732622,0.4658942534574995,0.022819927307913823,8.63698958033937,590
197,female,black,under,FEV05OFEV3,72.41888764652082,-0.01444239830625886,2.6718726823693473e-05,7.824626365141234,590
198,female,black,under,FEV05OFVC,70.33548623288483,0.06862659667059941,0.0005237509857560774,8.39773576646313,590
199,female,black,under,FEV1OFEV3,87.72704769996959,0.1989915137706105,0.008887117526243826,5.9113444258929135,590
200,female,black,under,FEV1OFEV6,85.69499950792957,0.27646666767740224,0.013385812376960793,6.691948368003696,590
201,female,black,under,FEV1OFVC,85.07446981995511,0.30494990434794567,0.01491484186294001,6.992803832312681,590
202,female,black,under,FEV3OFEV6,97.52551932933387,0.09850186982682126,0.02384320498223247,1.7864642458555802,590
203,female,black,under,FEV3OFVC,96.71109603565783,0.13824452038231574,0.023501764100772538,2.5253981911091907,590
204,female,black,under,FEV6OFVC,99.09480538771241,0.045572282820269545,0.011064395459178589,1.2133025471723116,590
205,female,black,under,MMEFOFVC,1.0674260508111593,0.004239120428759887,0.0014267713712602381,0.31429012206030543,590
206,female,black,under,MMEFOPEFR,48.71585018460994,0.3383941594795331,0.007222680884508392,11.150794583599227,590
207,female,black,under,PEFROFEV1,2.495471701457502,-0.010312755536253401,0.007365493225736541,0.3365161998953355,590
208,female,black,under,PEFROFEV6,2.1614674922873824,-0.00357100178552804,0.0007214645037272316,0.37231861754174617,590
209,female,black,under,PEFROFVC,2.1480332184328073,-0.0029789701514122994,0.0004956198530683409,0.37473475571406206,590
210,female,black,over,FEF75OFVC,54.31226712971124,-0.5219238134575277,0.20846184993460204,19.162267944585754,957
211,female,black,over,FEF75OPEFR,25.839874526284067,-0.2490763572918095,0.21876199856136147,8.926879124176779,957
212,female,black,over,FEV05OFEV3,72.36961395379092,-0.025473084417201083,0.0038494389720653555,6.882336536351235,957
213,female,black,over,FEV05OFVC,73.16966089223239,-0.13473290197923252,0.08040484392504377,7.964997561371663,957
214,female,black,over,FEV1OFEV3,91.10871055161265,-0.08299852581925696,0.08577605774790997,4.750512085913299,957
215,female,black,over,FEV1OFEV6,91.22661960248976,-0.15931283977762095,0.18573670784025864,6.196621893197521,957
216,female,black,over,FEV1OFVC,92.02349120538337,-0.21559974283138542,0.24939454306412,7.236988040902438,957
217,female,black,over,FEV3OFEV6,100.23099730817417,-0.09147144159714735,0.327708046634375,2.678521031463413,957
218,female,black,over,FEV3OFVC,101.22059629649311,-0.15880332328844501,0.37255978489063546,4.36128722548825,957
219,female,black,over,FEV6OFVC,101.10470099570519,-0.07279618480186995,0.26725221402900756,2.3604839548226226,957
220,female,black,over,MMEFOFVC,1.2391498813900332,-0.0075377519988434494,0.15072557694782818,0.32546287524604683,957
221,female,black,over,MMEFOPEFR,58.565017356883104,-0.3578881506179985,0.2026396951039462,13.327176444565403,957
222,female,black,over,PEFROFEV1,2.290113298609546,0.0063967573083309305,0.06325543587907767,0.42634781086305523,957
223,female,black,over,PEFROFEV6,2.103735128520676,0.0014487312986512914,0.0037333073715803966,0.3974605769576737,957
224,female,black,over,PEFROFVC,2.126125226056786,-6.232488036279928e-05,6.8883320993862185e-06,0.39806821806714376,957
225,female,non-black,all,FEF75OFVC,57.03612060322372,-0.576174334772365,0.39107144176071107,20.653726553439597,3079
226,female,non-black,all,FEF75OPEFR,30.529711393180804,-0.31104983251804624,0.4116740646175675,10.86740326750691,3079
227,female,non-black,all,FEV05OFEV3,70.57583337136877,-0.023791713180318492,0.006162659096817236,6.7938226948648515,3079
228,female,non-black,all,FEV05OFVC,71.23804616098913,-0.12855193476122617,0.13587756842790866,7.817669372304412,3079
229,female,non-black,all,FEV1OFEV3,91.03155280401573,-0.09371512760535324,0.17421818087966867,5.033099644109909,3079
230,female,non-black,all,FEV1OFEV6,91.1164424005121,-0.16733253964121023,0.32829494779407353,6.546676300731556,3079
231,female,non-black,all,FEV1OFVC,91.77902535199377,-0.22187329724876537,0.415984535733926,7.7115026021853605,3079
232,female,non-black,all,FEV3OFEV6,100.18901160633735,-0.0891886232353511,0.548272760375646,2.7001238827415337,3079
233,female,non-black,all,FEV3OFVC,101.01288186191951,-0.154767161143371,0.5639981047633433,4.6196870813248285,3079
234,female,non-black,all,FEV6OFVC,100.91783092246881,-0.0709743916091775,0.42547244827887676,2.4391500754321287,3079
235,female,non-black,all,MMEFOFVC,1.1995348862180755,-0.007518737293008722,0.29100981606889664,0.31243786143740543,3079
236,female,non-black,all,MMEFOPEFR,63.69412410497281,-0.40516697444546296,0.3885643239178638,14.570523031904095,3079
237,female,non-black,all,PEFROFEV1,2.030740125460847,0.0067019278154167245,0.15870885512239907,0.37711319766355944,3079
238,female,non-black,all,PEFROFEV6,1.8670392723493692,0.0017815993718780124,0.013988038955210502,0.33767911378723314,3079
239,female,non-black,all,PEFROFVC,1.885178437863348,0.0003930792106922105,0.0006952437701914782,0.3341827952467827,3079
240,female,non-black,under,FEF75OFVC,46.536697279039515,0.38618656715332755,0.004173809438953957,16.79861050100093,966
241,female,non-black,under,FEF75OPEFR,22.2923208812497,0.39852158234479135,0.01566145226673632,8.949078875053964,966
242,female,non-black,under,FEV05OFEV3,76.19207220371624,-0.43168224034489877,0.030272614685901256,6.972390793028852,966
243,female,non-black,under,FEV05OFVC,74.6651190110214,-0.3771517384866047,0.021740177645059866,7.188314585983288,966
244,female,non-black,under,FEV1OFEV3,90.86756366088734,-0.04685467223737187,0.000781229898870861,4.710922737945912,966
245,female,non-black,under,FEV1OFEV6,89.30012083523407,0.00878851819791406,2.240013947063524e-05,5.218345148599211,966
246,female,non-black,under,FEV1OFVC,88.99138938217517,0.016776055751280487,7.89808259104019e-05,5.304830730066581,966
