dfnvarn, dataframe ,  variable,        intercept,   [b1. b2. b3]. ,            R squared,         standard deviation   count
flt18maPEFR , flt18ma , PEFR , -4.56767 , 0.7221 , -0.0217568 , 0.00020218 , 0.56486 , 1.53031 , 557
f18overmaEXPIR , f18overma , EXPIR , 3.21631 , 0.20224 , -0.0012535 , 2.23e-05 , 0.15479 , 3.70263 , 1005
f18overmaFEF75 , f18overma , FEF75 , 1.75877 , -0.04967 , 0.0002739 , 3.39e-05 , 0.43842 , 0.64374 , 1005
f18overmaFEV05 , f18overma , FEV05 , 0.35951 , 0.00363 , -0.0002094 , 8.553e-05 , 0.57369 , 0.44872 , 1005
f18overmaFEV1 , f18overma , FEV1 , 0.5771 , -0.01053 , -0.0001268 , 0.00011584 , 0.66115 , 0.57632 , 1005
f18overmaFEV3 , f18overma , FEV3 , 0.40367 , -0.00989 , -0.0001423 , 0.00013892 , 0.64615 , 0.63448 , 1005
f18overmaFEV6 , f18overma , FEV6 , 0.23148 , -0.00428 , -0.0001806 , 0.00014399 , 0.61034 , 0.62664 , 1005
f18overmaFVC , f18overma , FVC , 0.11011 , -0.00062 , -0.0001939 , 0.00014631 , 0.56964 , 0.61101 , 1005
f18overmaMMEF , f18overma , MMEF , 2.09105 , -0.00965 , -0.0003273 , 8.152e-05 , 0.44378 , 1.06204 , 1005
f18overmaPEFR , f18overma , PEFR , 0.15653 , 0.05142 , -0.0009002 , 0.00023404 , 0.33009 , 1.39561 , 1005
mallcmaEXPIR , mallcma , EXPIR , 4.65955 , 0.27626 , -0.0020282 , -4.334e-05 , 0.35005 , 3.74242 , 2149
mallcmaFEF75 , mallcma , FEF75 , -0.48204 , -0.03152 , 7.14e-05 , 0.00010036 , 0.44821 , 0.74772 , 2149
mallcmaFEV05 , mallcma , FEV05 , -1.02274 , 0.04078 , -0.0005909 , 0.00012011 , 0.7783 , 0.82144 , 2149
mallcmaFEV1 , mallcma , FEV1 , -1.54024 , 0.03542 , -0.0006155 , 0.00017437 , 0.8174 , 1.06294 , 2149
mallcmaFEV3 , mallcma , FEV3 , -1.96337 , 0.04038 , -0.0006797 , 0.00020749 , 0.8346 , 1.24393 , 2149
mallcmaFEV6 , mallcma , FEV6 , -2.02905 , 0.04874 , -0.0007381 , 0.00020816 , 0.83744 , 1.28228 , 2149
mallcmaFVC , mallcma , FVC , -2.05031 , 0.05409 , -0.0007564 , 0.00020657 , 0.83805 , 1.30276 , 2149
mallcmaMMEF , mallcma , MMEF , -1.02071 , 0.035 , -0.0008098 , 0.00016947 , 0.51283 , 1.39965 , 2149
mallcmaPEFR , mallcma , PEFR , -3.43398 , 0.18366 , -0.0022312 , 0.00032279 , 0.73298 , 2.66872 , 2149
mallbEXPIR , mallb , EXPIR , 4.23058 , 0.18347 , -0.0010767 , 5.86e-06 , 0.23379 , 3.46969 , 1076
mallbFEF75 , mallb , FEF75 , -0.58561 , -0.01071 , -0.0001397 , 8.323e-05 , 0.32809 , 0.72323 , 1076
mallbFEV05 , mallb , FEV05 , -1.07853 , 0.03521 , -0.0005524 , 0.00011208 , 0.73753 , 0.78868 , 1076
mallbFEV1 , mallb , FEV1 , -1.53649 , 0.03174 , -0.0005776 , 0.0001552 , 0.77523 , 0.99579 , 1076
mallbFEV3 , mallb , FEV3 , -1.87077 , 0.03447 , -0.0006123 , 0.00018161 , 0.79932 , 1.14297 , 1076
mallbFEV6 , mallb , FEV6 , -1.91858 , 0.0396 , -0.0006402 , 0.00018307 , 0.80243 , 1.17595 , 1076
mallbFVC , mallb , FVC , -1.94431 , 0.04257 , -0.0006431 , 0.00018298 , 0.80291 , 1.19512 , 1076
mallbMMEF , mallb , MMEF , -1.23464 , 0.05167 , -0.0010117 , 0.00015182 , 0.44605 , 1.38221 , 1076
mallbPEFR , mallb , PEFR , -3.65565 , 0.16695 , -0.002233 , 0.00032463 , 0.68845 , 2.68834 , 1076
mallcEXPIR , mallc , EXPIR , 4.98601 , 0.25393 , -0.0017613 , -3.933e-05 , 0.35156 , 3.98101 , 947
mallcFEF75 , mallc , FEF75 , -0.55398 , -0.03691 , 0.0001458 , 0.00010079 , 0.5183 , 0.74538 , 947
mallcFEV05 , mallc , FEV05 , -1.02598 , 0.03575 , -0.0005115 , 0.00011872 , 0.78775 , 0.84532 , 947
mallcFEV1 , mallc , FEV1 , -1.58549 , 0.02906 , -0.0005223 , 0.00017494 , 0.82514 , 1.11319 , 947
mallcFEV3 , mallc , FEV3 , -2.03995 , 0.0331 , -0.0005812 , 0.00021074 , 0.84175 , 1.31515 , 947
mallcFEV6 , mallc , FEV6 , -2.09829 , 0.04314 , -0.0006569 , 0.00021046 , 0.84494 , 1.35391 , 947
mallcFVC , mallc , FVC , -2.12331 , 0.04919 , -0.0006816 , 0.00020872 , 0.84442 , 1.37538 , 947
mallcMMEF , mallc , MMEF , -1.06866 , 0.01906 , -0.0005894 , 0.00016931 , 0.54369 , 1.41284 , 947
mallcPEFR , mallc , PEFR , -3.19539 , 0.17614 , -0.0020761 , 0.00030816 , 0.74911 , 2.69864 , 947
mallmaEXPIR , mallma , EXPIR , 4.65089 , 0.3312 , -0.0027807 , -7.412e-05 , 0.34105 , 3.50785 , 1202
mallmaFEF75 , mallma , FEF75 , -0.70348 , -0.03951 , 0.0001653 , 0.00011688 , 0.42389 , 0.74141 , 1202
mallmaFEV05 , mallma , FEV05 , -1.21913 , 0.04155 , -0.0006298 , 0.00013067 , 0.79255 , 0.8024 , 1202
mallmaFEV1 , mallma , FEV1 , -1.7175 , 0.03631 , -0.0006533 , 0.0001843 , 0.82542 , 1.02111 , 1202
mallmaFEV3 , mallma , FEV3 , -2.05494 , 0.04486 , -0.0007587 , 0.0002114 , 0.83302 , 1.17977 , 1202
mallmaFEV6 , mallma , FEV6 , -2.10688 , 0.05297 , -0.0008175 , 0.00021156 , 0.83356 , 1.21556 , 1202
mallmaFVC , mallma , FVC , -2.1117 , 0.05888 , -0.0008464 , 0.00020901 , 0.83422 , 1.23292 , 1202
mallmaMMEF , mallma , MMEF , -1.53018 , 0.03193 , -0.000813 , 0.0001988 , 0.52747 , 1.37423 , 1202
