name,sex,ethnicity,max_age,min_age
male_to_20_black,male,black,20
male_to_20_nonblack,male,"white,mexican",20
female_to_20_black,female,black,20
female_to_18_nonblack,female,"white,mexican",18
male_to_20_white,male,white,20
male_to_20_mexican,male,mexican,20
female_to_18_white,female,white,18
female_to_18_mexican,female,mexican,18
male_20andover_black,
male_20andover_nonblack,
female_18andover_black,
female_18andover_nonblack,
male_20andover_white,
male_20andover_mexican,
female_18andover_white,
female_18andover_mexican,


